"","county_year","county","year","pop_county","pop_national","Bezirksverwaltung_im","county_im","Date_im","ims","imb","ime","fim","sum_im","year_im","day","month","typ_im","year_prisoners","tgs","parrests","ovs","opks","city_county","zersetz","zersetz_and_prevent","objektdienststellen","all26","initiated_telephone","realised_telephone","tapped_calls","transcribed_calls","initiated_roomcontrol","realised_roomcontrol","reports_roomcontrol","initiated_acustic","realised_acustic","reports_acustic","Hauptamtliche_Mitarbeiter_Abt26","territory_1988","cities","districtcapital","dist_border","protests53","poland","WGTV","dist_Berlin","districtcapital.1","WGTV_continuous","exits_89","pop_change_80to88","canton_year","district","Jahr.y","Wohnbevölkerung","mannlich","weiblich","percentage_employed_persons","percentage_construction_workers","percentage_farmers","industrial_productivity","available_flats","hospital_beds_per10000cit","theater_performances","theater_guests","canton.y","petition_sum","so2","staub","flats_per_ht","hospital_beds_per_ht","theater_perf_per_ht","theater_guests_per_ht","percentage_female","pop.log","ovs_clean","opks_clean","sum_im_clean","ims_clean","ims_impute","opks_impute","ovs_impute","sum_im_impute","imb_impute","ims_only_impute","zersetz_and_prevent_impute","realised_telephone_imputed","realised_roomcontrol_imputed","realised_acustic_imputed","abt26_imputed","pris_per_capita","opks_per_capita","ims_per_capita","total_ims_per_capita","ovs_per_capita","sum_im_impute_per_capita","opks_impute_per_capita","imb_impute_per_capita","ovs_impute_per_capita","pris_per_ht","opks_per_ht","ims_per_ht","total_ims_per_ht","imb_per_ht","ovs_per_ht","sum_im_impute_per_ht","opks_impute_per_ht","imb_impute_per_ht","ovs_impute_per_ht","ims_only_impute_per_ht","pop_change_yearly"
"1251","Worbis _ 1987","Worbis",1987,75870,16661423,NA,NA,"31/12/87",191,5,0,4,200,1987,31,12," Kreis",1987,908,7,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558,3,0,9.76317913755,3,0,1,243.351285908,FALSE,1,172,0.0313215781413063,"Erfurt _ 1987","Erfurt",1987,1238.1,591,647.2,645.9,6.2,11.3,258,14027,103,2366,777,"Erfurt",888,NA,NA,18488.2035059971,1030,3118.49215763807,1024.12020561487,0.52273645101365,11.2367766283321,1,NA,200,191,191,50.75,1,200,5,191,1.33333333333333,690,NA,62,43.5,9.2263081586925e-05,NA,0.00251746408330038,0.00263608804534071,1.31804402267036e-05,0.00263608804534071,0.000668907341505206,6.59022011335179e-05,1.31804402267036e-05,9.2263081586925,NA,251.746408330038,263.608804534071,6.59022011335179,1.31804402267036,263.608804534071,66.8907341505206,6.59022011335179,1.31804402267036,251.746408330038,0.68877652585898
"1252","Worbis _ 1988","Worbis",1988,76094,16674632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,908,5,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558,3,0,9.76317913755,3,0,1,243.351285908,FALSE,1,172,0.0313215781413063,"Erfurt _ 1988","Erfurt",1988,1240.1,594.1,646.3,648.4,6.2,11.2,276,13916,202,2341,762,"Erfurt",780,"25-100","25-100",18287.9070623177,2020,3076.45806502484,1001.39301390386,0.521167647770341,11.2397246971146,NA,NA,NA,NA,234,50.75,4.2,255.8,10,234,1.33333333333333,690,NA,62,43.5,6.5708203012064e-05,NA,NA,NA,NA,0.0033616316660972,0.00066693826057245,0.000131416406024128,5.51948905301338e-05,6.5708203012064,NA,NA,NA,NA,NA,336.16316660972,66.693826057245,13.1416406024128,5.51948905301338,307.51439009646,NA
"1253","Wurzen _ 1983","Wurzen",1983,51564,16701487,"Leipzig","Wurzen","31/12/83",155,1,7,11,174,NA,NA,NA,NA,1983,1312,NA,3,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,2,0,120.794883181,4,0,1,135.121106556,FALSE,1,257,-0.0342395825455645,"Leipzig _ 1983","Leipzig",1983,1392.6,646,746.6,706.1,6.6,8.2,172,18125,126,2071,1148,"Leipzig",NA,NA,NA,35150.4925917307,1260,4016.36800868823,2226.35947560313,0.536119488726124,10.850579033563,3,26,174,155,155,26,3,174,1,155,0,822,NA,84,41,NA,0.000504227755798619,0.00300597315956869,0.00337444728880614,5.81801256690714e-05,0.00337444728880614,0.000504227755798619,1.93933752230238e-05,5.81801256690714e-05,NA,50.4227755798619,300.597315956869,337.444728880614,1.93933752230238,5.81801256690714,337.444728880614,50.4227755798619,1.93933752230238,5.81801256690714,300.597315956869,NA
"1254","Wurzen _ 1984","Wurzen",1984,51299,16659957,"Leipzig","Wurzen","31/01/85",145,1,5,11,162,NA,NA,NA,NA,1984,1312,2,3,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,2,0,120.794883181,4,0,1,135.121106556,FALSE,1,257,-0.0342395825455645,"Leipzig _ 1984","Leipzig",1984,1384,643,741.1,706.9,6.6,8.3,176,19437,123,2262,1205,"Leipzig",2257,"2.5-25","2.5-25",37889.6274781185,1230,4409.44267919453,2348.97366420398,0.535476878612717,10.8454265377915,3,26,162,145,145,26,3,162,1,145,0,822,NA,84,41,3.89871147585723e-05,0.00050683249186144,0.00282656581999649,0.00315795629544436,5.84806721378584e-05,0.00315795629544436,0.00050683249186144,1.94935573792861e-05,5.84806721378584e-05,3.89871147585723,50.683249186144,282.656581999649,315.795629544436,1.94935573792861,5.84806721378584,315.795629544436,50.683249186144,1.94935573792861,5.84806721378584,282.656581999649,-0.513924443410131
"1255","Wurzen _ 1985","Wurzen",1985,51217,16640059,"Leipzig","Wurzen","31/12/85",152,1,4,12,169,1985,31,12,"Kreis",1985,1312,3,3,33,0,0,0,0,NA,749,710,"",NA,4,"0",0,132,84,385,41,352,2,0,120.794883181,4,0,1,135.121106556,FALSE,1,257,-0.0342395825455645,"Leipzig _ 1985","Leipzig",1985,1378.5,642.1,736.3,708.8,6.6,8.3,181,19725,123,2284,1123,"Leipzig",NA,NA,NA,38512.6032372064,1230,4459.45682097741,2192.63135287112,0.534131302140007,10.8438267871674,3,33,169,152,152,33,3,169,1,152,0,710,2,84,41,5.85743015014546e-05,0.000644317316516001,0.00296776460940703,0.00329968565124861,5.85743015014546e-05,0.00329968565124861,0.000644317316516001,1.95247671671515e-05,5.85743015014546e-05,5.85743015014546,64.4317316516,296.776460940703,329.968565124861,1.95247671671515,5.85743015014546,329.968565124861,64.4317316516,1.95247671671515,5.85743015014546,296.776460940703,-0.159847170510146
"1256","Wurzen _ 1986","Wurzen",1986,51373,16639877,"Leipzig","Wurzen","31/12/86",160,1,5,14,180,1986,31,12,"Kreis",1986,1312,3,6,17,0,0,0,0,1238,950,934,"146313",10634,NA,NA,NA,NA,NA,NA,41,352,2,0,120.794883181,4,0,1,135.121106556,FALSE,1,257,-0.0342395825455645,"Leipzig _ 1986","Leipzig",1986,1371.4,641,730.4,708.3,6.6,8.3,186,19527,122,2267,1080,"Leipzig",NA,NA,NA,38010.2388414147,1220,4412.82385688981,2102.27162127966,0.532594429050605,10.8468680216004,6,17,180,160,160,17,6,180,1,160,0,934,NA,84,41,5.8396433924435e-05,0.000330913125571798,0.00311447647596987,0.0035037860354661,0.00011679286784887,0.0035037860354661,0.000330913125571798,1.94654779748117e-05,0.00011679286784887,5.8396433924435,33.0913125571798,311.447647596987,350.37860354661,1.94654779748117,11.679286784887,350.37860354661,33.0913125571798,1.94654779748117,11.679286784887,311.447647596987,0.304586367807564
"1257","Wurzen _ 1987","Wurzen",1987,51211,16661423,"Leipzig","Wurzen","31/12/87",148,1,5,13,167,1987,31,12,"Kreis",1987,1312,5,7,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,2,0,120.794883181,4,0,1,135.121106556,FALSE,1,257,-0.0342395825455645,"Leipzig _ 1987","Leipzig",1987,1366,640.8,725.3,705,6.5,8.3,189,19031,120,2048,948,"Leipzig",1919,NA,NA,37161.9378649118,1200,3999.14080959169,1851.1647888149,0.530966325036603,10.843709631702,7,20,167,148,148,20,7,167,1,148,0,822,NA,84,41,9.76352736716721e-05,0.000390541094686688,0.00289000410068149,0.00326101814063385,0.000136689383140341,0.00326101814063385,0.000390541094686688,1.95270547343344e-05,0.000136689383140341,9.76352736716721,39.0541094686688,289.000410068149,326.101814063385,1.95270547343344,13.6689383140341,326.101814063385,39.0541094686688,1.95270547343344,13.6689383140341,289.000410068149,-0.315340743191949
"1258","Wurzen _ 1988","Wurzen",1988,51081,16674632,"Leipzig","Wurzen","31/12/88",147,1,5,12,165,1988,31,12,"Kreis",1988,1312,9,3,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,2,0,120.794883181,4,0,1,135.121106556,FALSE,1,257,-0.0342395825455645,"Leipzig _ 1988","Leipzig",1988,1360.9,642,718.9,704.9,6.5,8.3,191,18877,119,2148,999,"Leipzig",NA,NA,NA,36955.0322037548,1190,4205.08603981911,1955.7173900276,0.528253361745903,10.8411678870888,3,31,165,147,147,31,3,165,1,147,0,822,NA,84,41,0.000176190755858343,0.000606879270178736,0.00287778234568626,0.00323016385740295,5.87302519527809e-05,0.00323016385740295,0.000606879270178736,1.9576750650927e-05,5.87302519527809e-05,17.6190755858343,60.6879270178736,287.778234568626,323.016385740295,1.9576750650927,5.87302519527809,323.016385740295,60.6879270178736,1.9576750650927,5.87302519527809,287.778234568626,NA
"1259","Zeitz _ 1983","Zeitz",1983,81786,16701487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,820,NA,15,59,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,2,0,69.9806974667,3,0,1,187.347160469,FALSE,1,294,-0.0725157411352554,"Halle _ 1983","Halle ",1983,1810,854.2,955.8,925,6.2,9.5,184,19400,98,3440,1233,"Halle ",NA,NA,NA,23720.4411512973,980,4206.09884332282,1507.59298657472,0.528066298342541,11.3118613587989,15,59,NA,NA,293,59,15,332.5,9,293,0,418,NA,156,46,NA,0.000721394859755948,NA,NA,0.000183405472819309,0.00406548798082801,0.000721394859755948,0.000110043283691585,0.000183405472819309,NA,72.1394859755949,NA,NA,NA,18.3405472819309,406.548798082801,72.1394859755949,11.0043283691585,18.3405472819309,358.252023573717,NA
"1260","Zeitz _ 1984","Zeitz",1984,80895,16659957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,820,8,10,65,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,2,0,69.9806974667,3,0,1,187.347160469,FALSE,1,294,-0.0725157411352554,"Halle _ 1984","Halle ",1984,1800.8,850.7,950.1,927.2,6.2,9.6,190,21290,96,3497,1068,"Halle ",1346,"100-250","100-250",26318.0666295816,960,4322.88769392422,1320.22992768403,0.527598844957797,11.3009072964394,10,65,NA,NA,293,65,10,332.5,9,293,0.5,418,NA,156,46,9.88936275418753e-05,0.000803510723777737,NA,NA,0.000123617034427344,0.00411026639470919,0.000803510723777737,0.00011125533098461,0.000123617034427344,9.88936275418753,80.3510723777736,NA,NA,NA,12.3617034427344,411.026639470919,80.3510723777736,11.125533098461,12.3617034427344,362.197910872118,-1.0894285085467
"1261","Zeitz _ 1985","Zeitz",1985,80234,16640059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,820,2,NA,NA,0,1,1,0,NA,434,416,"",NA,4,"4",0,213,156,453,47,353,2,0,69.9806974667,3,0,1,187.347160469,FALSE,1,294,-0.0725157411352554,"Halle _ 1985","Halle ",1985,1790.8,846.8,944.1,929,6.1,9.7,194,21385,96,3422,1086,"Halle ",1024,NA,NA,26653.2891292968,960,4265.02480245283,1353.5408928883,0.527194549921823,11.292702644167,NA,NA,NA,NA,293,59,14.75,332.5,9,293,1,416,7,156,47,2.49270882668196e-05,NA,NA,NA,NA,0.00414412842435875,0.000735349103871177,0.000112171897200688,0.000183837275967794,2.49270882668196,NA,NA,NA,NA,NA,414.412842435875,73.5349103871177,11.2171897200688,18.3837275967794,365.181843108906,-0.817108597564744
"1262","Zeitz _ 1986","Zeitz",1986,79369,16639877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,820,5,15,56,0,NA,NA,0,900,435,420,"225795",9132,NA,NA,NA,NA,NA,NA,45,353,2,0,69.9806974667,3,0,1,187.347160469,FALSE,1,294,-0.0725157411352554,"Halle _ 1986","Halle ",1986,1784,845.8,938.2,925.3,6.1,9.8,196,21119,94,3548,1109,"Halle ",1913,"100-250","100-250",26608.6255338986,940,4470.25916919704,1397.27097481384,0.525896860986547,11.2818631427867,15,56,NA,NA,293,56,15,332.5,9,293,0.5,420,NA,156,45,6.29968879537351e-05,0.000705565145081833,NA,NA,0.000188990663861205,0.00418929304892338,0.000705565145081833,0.000113394398316723,0.000188990663861205,6.29968879537351,70.5565145081833,NA,NA,NA,18.8990663861205,418.929304892338,70.5565145081833,11.3394398316723,18.8990663861205,369.161763408888,-1.07809656753995
"1263","Zeitz _ 1987","Zeitz",1987,78808,16661423,"Halle","Zeitz","31/12/87",299,9,18,16,342,1987,31,12,"Kreis",1987,820,6,19,56,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,2,0,69.9806974667,3,0,1,187.347160469,FALSE,1,294,-0.0725157411352554,"Halle _ 1987","Halle ",1987,1779.4,846.5,932.9,925.5,6.1,9.8,199,20420,94,3625,1202,"Halle ",1136,NA,NA,25911.0750177647,940,4599.78682367272,1525.22586539438,0.524277846465101,11.2747697935355,19,56,342,299,299,56,19,342,9,299,0.5,418,NA,156,46,7.61344025987209e-05,0.000710587757588062,0.00379403106283626,0.00433966094812709,0.00024109227489595,0.00433966094812709,0.000710587757588062,0.000114201603898081,0.00024109227489595,7.61344025987209,71.0587757588062,379.403106283626,433.966094812709,11.4201603898081,24.109227489595,433.966094812709,71.0587757588062,11.4201603898081,24.109227489595,379.403106283626,-0.706825082840908
"1264","Zeitz _ 1988","Zeitz",1988,78365,16674632,"Halle","Zeitz","31/12/88",287,9,16,11,323,1988,31,12,"Kreis",1988,820,14,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,2,0,69.9806974667,3,0,1,187.347160469,FALSE,1,294,-0.0725157411352554,"Halle _ 1988","Halle ",1988,1776.5,848.6,927.9,924.9,6.1,9.7,205,20021,92,3795,1198,"Halle ",1208,"100-250","100-250",25548.3953295476,920,4842.72315446947,1528.74369935558,0.52231916690121,11.2691326780882,NA,NA,323,287,287,59,14.75,323,9,287,0.5,418,NA,156,46,0.000178651183564091,NA,0.00366234926306387,0.0041217380208001,NA,0.0041217380208001,0.000752887130734384,0.000114847189434059,0.000188221782683596,17.8651183564091,NA,366.234926306387,412.17380208001,11.4847189434059,NA,412.17380208001,75.2887130734384,11.4847189434059,18.8221782683596,366.234926306387,NA
"1265","Zerbst _ 1983","Zerbst",1983,39891,16701487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,721,NA,1,14,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,3,0,73.8166810804,5,0,1,104.381808916,FALSE,1,44,-0.0510012896318466,"Magdeburg _ 1983","Magdeburg",1983,1259,594.7,664.3,643,7.4,15.1,198,15661,108,1799,629,"Magdeburg",NA,NA,NA,39259.4820886917,1080,4509.78917550325,1576.79677120152,0.527640984908658,10.5939060135248,NA,14,NA,NA,113,14,NA,126,1,113,NA,619,NA,86,44,NA,0.000350956356070292,NA,NA,NA,0.00315860720463262,0.000350956356070292,2.5068311147878e-05,NA,NA,35.0956356070292,NA,NA,NA,NA,315.860720463262,35.0956356070292,2.5068311147878,NA,283.271915971021,NA
"1266","Zerbst _ 1984","Zerbst",1984,39691,16659957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,721,2,3,25,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,3,0,73.8166810804,5,0,1,104.381808916,FALSE,1,44,-0.0510012896318466,"Magdeburg _ 1984","Magdeburg",1984,1254.7,593.7,661.3,647.2,7.3,15.3,207,15765,108,1737,581,"Magdeburg",1306,"2.5-25","2.5-25",39719.331838452,1080,4376.30697135371,1463.80791615228,0.52705826093887,10.588879740723,NA,25,NA,NA,113,25,NA,126,1,113,NA,619,NA,86,44,5.03892570104054e-05,0.000629865712630067,NA,NA,NA,0.00317452319165554,0.000629865712630067,2.51946285052027e-05,NA,5.03892570104054,62.9865712630067,NA,NA,NA,NA,317.452319165554,62.9865712630067,2.51946285052027,NA,284.69930210879,-0.501366222957559
"1267","Zerbst _ 1985","Zerbst",1985,39477,16640059,NA,NA,NA,113,1,2,10,126,NA,NA,NA,NA,1985,721,4,3,22,0,NA,NA,0,NA,641,591,"",NA,6,"4",0,137,86,524,45,707,3,0,73.8166810804,5,0,1,104.381808916,FALSE,1,44,-0.0510012896318466,"Magdeburg _ 1985","Magdeburg",1985,1252.1,593.7,658.7,649.7,7.3,15.4,216,15557,106,1736,537,"Magdeburg",1262,NA,NA,39407.7564151278,1060,4397.49727689541,1360.28573599818,0.526076191997444,10.5834735028183,NA,22,126,113,113,22,NA,126,1,113,NA,591,7,86,45,0.000101324822048281,0.000557286521265547,0.00286242622286395,0.00319173189452086,NA,0.00319173189452086,0.000557286521265547,2.53312055120703e-05,NA,10.1324822048281,55.7286521265547,286.242622286395,319.173189452086,2.53312055120703,NA,319.173189452086,55.7286521265547,2.53312055120703,NA,286.242622286395,-0.539165050011338
"1268","Zerbst _ 1986","Zerbst",1986,39193,16639877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,721,3,0,21,0,NA,NA,0,860,689,647,"349488",4321,NA,NA,NA,NA,NA,NA,43,707,3,0,73.8166810804,5,0,1,104.381808916,FALSE,1,44,-0.0510012896318466,"Magdeburg _ 1986","Magdeburg",1986,1249.6,594.1,655.5,649.7,7.3,15.4,223,16300,106,1782,529,"Magdeburg",1428,"2.5-25","2.5-25",41589.0592707882,1060,4546.73028346899,1349.73081927895,0.524567861715749,10.5762534384042,NA,21,NA,NA,113,21,NA,126,1,113,NA,647,NA,86,43,7.65442808664813e-05,0.000535809966065369,NA,NA,NA,0.00321485979639221,0.000535809966065369,2.55147602888271e-05,NA,7.65442808664813,53.5809966065369,NA,NA,NA,NA,321.485979639221,53.5809966065369,2.55147602888271,NA,288.316791263746,-0.719406236542797
"1269","Zerbst _ 1987","Zerbst",1987,39023,16661423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,721,3,1,16,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,3,0,73.8166810804,5,0,1,104.381808916,FALSE,1,44,-0.0510012896318466,"Magdeburg _ 1987","Magdeburg",1987,1249.4,595.5,653.9,651.9,7.3,15.3,227,17705,105,1828,585,"Magdeburg",963,NA,NA,45370.6788304333,1050,4684.41688235143,1499.11590600415,0.523371218184729,10.5719064948711,NA,16,NA,NA,113,16,NA,126,1,113,NA,619,NA,86,44,7.68777387694437e-05,0.000410014606770366,NA,NA,NA,0.00322886502831663,0.000410014606770366,2.56259129231479e-05,NA,7.68777387694437,41.0014606770366,NA,NA,NA,NA,322.886502831663,41.0014606770366,2.56259129231479,NA,289.572816031571,-0.43375092491006
"1270","Zerbst _ 1988","Zerbst",1988,39001,16674632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,721,6,4,15,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,3,0,73.8166810804,5,0,1,104.381808916,FALSE,1,44,-0.0510012896318466,"Magdeburg _ 1988","Magdeburg",1988,1249.5,597.7,651.8,654.5,7.3,15.2,232,19680,105,1909,573,"Magdeburg",1060,"2.5-25","2.5-25",50460.2446091126,1050,4894.7462885567,1469.19309761288,0.521648659463785,10.5713425658087,NA,15,NA,NA,113,15,NA,126,1,113,NA,619,NA,86,44,0.000153842209174124,0.000384605522935309,NA,NA,NA,0.0032306863926566,0.000384605522935309,2.56403681956873e-05,NA,15.3842209174124,38.4605522935309,NA,NA,NA,NA,323.06863926566,38.4605522935309,2.56403681956873,NA,289.736160611266,NA
"1271","Zeulenroda _ 1983","Zeulenroda",1983,39878,16701487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1010,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,5,0,25.3538697062,2,0,1,230.39930208,FALSE,1,282,-0.0257108887347667,"Gera _ 1983","Gera",1983,743.1,350.5,392.6,374,6.1,9.6,245,8743,103,1052,403,"Gera",NA,NA,NA,21924.3693264457,1030,2638.04604042329,1010.58227594162,0.528327277620778,10.5935800723668,NA,NA,NA,NA,66.75,NA,NA,84.75,1,66.75,0,458.5,NA,60,43.5,NA,NA,NA,NA,NA,0.00212523195747028,NA,2.50764832739857e-05,NA,NA,NA,NA,NA,NA,NA,212.523195747028,NA,2.50764832739857,NA,167.385525853854,NA
"1272","Zeulenroda _ 1984","Zeulenroda",1984,39663,16659957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1010,7,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,5,0,25.3538697062,2,0,1,230.39930208,FALSE,1,282,-0.0257108887347667,"Gera _ 1984","Gera",1984,742.2,350.4,391.8,376.7,6.1,9.7,260,9016,105,1024,362,"Gera",NA,NA,NA,22731.5129969997,1050,2581.75125431763,912.689408264629,0.527890056588521,10.5881740421782,NA,NA,NA,NA,66.75,NA,NA,84.75,1,66.75,0,458.5,NA,60,43.5,0.000176486902150619,NA,NA,NA,NA,0.00213675213675214,NA,2.52124145929456e-05,NA,17.6486902150619,NA,NA,NA,NA,NA,213.675213675214,NA,2.52124145929456,NA,168.292867407912,-0.539144390390692
"1273","Zeulenroda _ 1985","Zeulenroda",1985,39445,16640059,"Gera","Zeulenroda","31/12/85",66,1,5,11,83,NA,NA,NA,NA,1985,1010,4,NA,NA,0,0,1,0,NA,532,530,"",NA,2,"1",0,65,60,344,45,263,5,0,25.3538697062,2,0,1,230.39930208,FALSE,1,282,-0.0257108887347667,"Gera _ 1985","Gera",1985,741.3,350.5,390.8,378.7,6,9.7,271,8693,105,1198,444,"Gera",NA,NA,NA,22038.2811509697,1050,3037.1403219673,1125.61794904297,0.527181977606907,10.5826625755292,NA,NA,83,66,66,NA,NA,83,1,66,1,530,3,60,45,0.000101407022436304,NA,0.00167321587019901,0.0021041957155533,NA,0.0021041957155533,NA,2.53517556090759e-05,NA,10.1407022436304,NA,167.321587019901,210.41957155533,2.53517556090759,NA,210.41957155533,NA,2.53517556090759,NA,167.321587019901,-0.549630638126213
"1274","Zeulenroda _ 1986","Zeulenroda",1986,39149,16639877,"Gera","Zeulenroda","31/12/86",68,1,6,11,86,NA,NA,NA,NA,1986,1010,0,NA,NA,0,0,0,0,495,389,387,".",6115,NA,NA,NA,NA,NA,NA,42,263,5,0,25.3538697062,2,0,1,230.39930208,FALSE,1,282,-0.0257108887347667,"Gera _ 1986","Gera",1986,739.9,350.7,389.1,378.7,6,9.6,283,8767,110,1186,427,"Gera",NA,NA,NA,22393.9308794605,1100,3029.4515824159,1090.70474341618,0.52588187592918,10.5751301583086,NA,NA,86,68,68,NA,NA,86,1,68,0,387,NA,60,42,0,NA,0.00173695368974942,0.00219673554880074,NA,0.00219673554880074,NA,2.5543436613962e-05,NA,0,NA,173.695368974942,219.673554880074,2.5543436613962,NA,219.673554880074,NA,2.5543436613962,NA,173.695368974942,-0.750411966028647
"1275","Zeulenroda _ 1987","Zeulenroda",1987,39053,16661423,"Gera","Zeulenroda","31/12/87",68,1,5,11,85,1987,31,12,"Kreis",1987,1010,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,5,0,25.3538697062,2,0,1,230.39930208,FALSE,1,282,-0.0257108887347667,"Gera _ 1987","Gera",1987,741.2,352.3,388.8,379.1,5.9,9.6,297,9145,110,1018,319,"Gera",NA,NA,NA,23416.8949888613,1100,2606.71395283333,816.838655160935,0.524554776038856,10.5726749769008,NA,NA,85,68,68,NA,NA,85,1,68,0,458.5,NA,60,43.5,0,NA,0.00174122346554682,0.00217652933193353,NA,0.00217652933193353,NA,2.56062274345121e-05,NA,0,NA,174.122346554682,217.652933193353,2.56062274345121,NA,217.652933193353,NA,2.56062274345121,NA,174.122346554682,-0.245216991494036
"1276","Zeulenroda _ 1988","Zeulenroda",1988,39334,16674632,"Gera","Zeulenroda","31/12/88",65,1,9,10,85,1988,31,12,"Kreis",1988,1010,3,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,5,0,25.3538697062,2,0,1,230.39930208,FALSE,1,282,-0.0257108887347667,"Gera _ 1988","Gera",1988,742,354,388,380.8,5.9,9.6,308,9607,109,1662,320,"Gera",NA,NA,NA,24424.1623023339,1090,4225.35211267606,813.545533126557,0.522911051212938,10.5798445637886,NA,NA,85,65,65,NA,NA,85,1,65,0,458.5,NA,60,43.5,7.62698937306147e-05,NA,0.00165251436416332,0.00216098032236742,NA,0.00216098032236742,NA,2.54232979102049e-05,NA,7.62698937306147,NA,165.251436416332,216.098032236742,2.54232979102049,NA,216.098032236742,NA,2.54232979102049,NA,165.251436416332,NA
"1277","Zittau _ 1983","Zittau",1983,92736,16701487,"Dresden","Zittau","31/12/83",312,16,17,32,377,NA,NA,NA,NA,1983,1216,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,1,0,190.673242127,2,1,0,201.691980589,FALSE,8.2791737384609e-05,1019,-0.070242589850024,"Dresden _ 1983","Dresden",1983,1796.3,836.5,959.9,913.4,6,7.8,196,19220,98,2866,1352,"Dresden",NA,NA,NA,20725.5003450656,980,3090.49344375431,1457.90200138026,0.534376217780994,11.4375120256804,NA,NA,377,312,312,32.2,6.6,377,16,312,0.5,1157.5,NA,145,48.5,NA,NA,0.00336438923395445,0.00406530365769496,NA,0.00406530365769496,0.000347222222222222,0.000172532781228433,7.11697722567288e-05,NA,NA,336.438923395445,406.530365769496,17.2532781228433,NA,406.530365769496,34.7222222222222,17.2532781228433,7.11697722567288,336.438923395445,NA
"1278","Zittau _ 1984","Zittau",1984,91661,16659957,"Dresden","Zittau","31/03/85",324,16,15,28,383,NA,NA,NA,NA,1984,1216,5,7,33,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,1,0,190.673242127,2,1,0,201.691980589,FALSE,8.2791737384609e-05,1019,-0.070242589850024,"Dresden _ 1984","Dresden",1984,1783.2,831.8,951.4,912.4,6,7.9,205,20044,97,2795,1227,"Dresden",1289,"100-250","100-250",21867.5336293516,970,3049.27940999989,1338.62820610729,0.533535217586362,11.425852267888,7,33,383,324,324,33,7,383,16,324,0.5,1157.5,NA,145,48.5,5.45488266547387e-05,0.000360022255921275,0.00353476396722707,0.00417844012175298,7.63683573166341e-05,0.00417844012175298,0.000360022255921275,0.000174556245295164,7.63683573166341e-05,5.45488266547387,36.0022255921275,353.476396722707,417.844012175298,17.4556245295164,7.63683573166341,417.844012175298,36.0022255921275,17.4556245295164,7.63683573166341,353.476396722707,-1.15920462387854
